frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,tcp.flags,mqtt.msgtype,mqtt.topic,label
1775524177.7052732,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524177.705335,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524178.701776,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524178.7018065,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524179.703293,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524179.7033572,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524179.7034547,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524179.7034824,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524180.7017913,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524180.7018354,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524180.701989,192.168.0.113,192.168.0.110,35173.0,1883.0,986,0x0018,3.0,Temperature,normal
1775524180.7020085,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524181.7005277,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524181.7005508,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524182.7032564,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524182.7034667,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524182.703627,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524182.703651,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524183.70213,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524183.7021742,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524184.7060368,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524184.7060635,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524184.706097,192.168.0.113,192.168.0.110,35173.0,1883.0,935,0x0018,3.0,Temperature,normal
1775524184.706104,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524185.707409,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524185.7074852,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524185.7076335,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524185.707646,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524186.7028172,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524186.7029977,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524187.7021153,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524187.7021544,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524188.7053573,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524188.705408,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524188.7054543,192.168.0.113,192.168.0.110,35173.0,1883.0,986,0x0018,3.0,Temperature,normal
1775524188.7054756,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524188.7055357,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524188.7055552,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524189.7050948,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524189.7051852,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524190.7015815,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524190.7016096,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524191.7064807,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524191.706539,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524191.7066224,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524191.70665,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524192.7075849,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524192.7076397,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524192.7077026,192.168.0.113,192.168.0.110,35173.0,1883.0,935,0x0018,3.0,Temperature,normal
1775524192.707723,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524193.7032037,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524193.7032423,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524194.707074,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524194.7071364,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524194.7072875,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524194.7073092,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524195.7027612,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524195.7028143,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524196.7066116,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524196.7066543,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524196.7067285,192.168.0.113,192.168.0.110,35173.0,1883.0,935,0x0018,3.0,Temperature,normal
1775524196.7067423,192.168.0.110,192.168.0.113,1883.0,35173.0,68,0x0010,,,normal
1775524197.2899897,,,,,144,,,,normal
1775524197.2941494,,,,,152,,,,normal
1775524197.7015228,192.168.0.111,192.168.0.110,32977.0,1883.0,782,0x0018,3.0,Fan Speed,normal
1775524197.7015617,192.168.0.110,192.168.0.111,1883.0,32977.0,68,0x0010,,,normal
1775524197.7016037,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524197.7016168,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524198.256328,,,,,152,,,,normal
1775524198.7031484,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524198.7032127,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
1775524199.7066224,192.168.0.112,192.168.0.110,39919.0,1883.0,731,0x0018,3.0,Movement,normal
1775524199.7067037,192.168.0.110,192.168.0.112,1883.0,39919.0,68,0x0010,,,normal
